,Node,Line node,Stance action,Tag,Running cost,Annotation,Motif,Time,Beat,Line,Line with active holds,BPM,Left foot hint,Right foot hint,Left foot,Right foot,Left hand,Right hand,Cost,foot_inversion,angle,hand_inversion,foot_position,hold_footslide,hold_footswitch,move,jump,bracket,hands,move_without_action,downpress,double_step,min_cost,multihit,double_step_in_multi,bracket_for_1panel,hold_alternate
140,"27.75:p1`6-p2`7c,p2`a1c;-1,-1:any-jump-jack",27.75,"p1`6-p2`7c,p2`a1c;-1,-1",any-jump-jack,329.7,jump,"((27.75, 29.125), 'any-jump-jackorfree')",28.95652174,27.75,`0000011000,`0000011000,57.5,1,1,1,1,,,6.25,0,0,0,0.01,0,0,0.291446797,0.75,0,0,0,0,0,5.2,0,0,0,0
141,"28.0:p1`a9c,p2`a1c;-1,-1:any-jump-jack",28,"p1`a9c,p2`a1c;-1,-1",any-jump-jack,338.46,jump,"((27.75, 29.125), 'any-jump-jackorfree')",29.2173913,28,`0001010000,`0001010000,57.5,1,1,1,1,,,8.76,0,0,0,0.02,0,0,0.291446797,0.75,0,0,0,0,2.5,5.2,0,0,0,0
142,"28.25:p1`a9c,p2`a7c;--,-1:any-jump-jack",28.25,"p1`a9c,p2`a7c;--,-1",any-jump-jack,347.02,,"((27.75, 29.125), 'any-jump-jackorfree')",29.47826087,28.25,`0000001000,`0000001000,57.5,,1,,1,,,8.56,0,0,0,0.02,0,0,0.836795717,0,0,0,0,0,2.5,5.2,0,0,0,0
143,"28.375:p1`a9c,p2`a7c;-1,--:any-jump-jack",28.375,"p1`a9c,p2`a7c;-1,--",any-jump-jack,347.02,alternate,"((27.75, 29.125), 'any-jump-jackorfree')",29.60869565,28.375,`0001000000,`0001000000,57.5,1,,1,,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
144,"28.5:p1`a9c,p2`a1c;--,-2:any-jump-jack",28.5,"p1`a9c,p2`a1c;--,-2",any-jump-jack,353.08,alternate,"((27.75, 29.125), 'any-jump-jackorfree')",29.73913043,28.5,`0000020000,`0000020000,57.5,,2,,2,,,6.06,0,0,0,0.02,0,0,0.836795717,0,0,0,0,0,0,5.2,0,0,0,0
145,"28.625:p1`a9c,p2`a1c;--,-3:any-jump-jack",28.625,"p1`a9c,p2`a1c;--,-3",any-jump-jack,353.08,,"((27.75, 29.125), 'any-jump-jackorfree')",29.86956522,28.625,`0000030000,`0000030000,57.5,,3,,3,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
146,"28.75:p1`6-p2`7c,p2`a1c;-1,--:any-jump-jack",28.75,"p1`6-p2`7c,p2`a1c;-1,--",any-jump-jack,358.58,alternate,"((27.75, 29.125), 'any-jump-jackorfree')",30,28.75,`0000001000,`0000001000,57.5,1,,1,,,,5.5,0,0,0,0.01,0,0,0.291446797,0,0,0,0,0,0,5.2,0,0,0,0
147,"28.875:p1`6-p2`7c,p2`a1c;--,-2:any-jump-jack",28.875,"p1`6-p2`7c,p2`a1c;--,-2",any-jump-jack,363.59,alternate,"((27.75, 29.125), 'any-jump-jackorfree')",30.13043478,28.875,`0000020000,`0000020000,57.5,,2,,2,,,5.01,0,0,0,0.01,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
148,"29.0:p1`6-p2`7c,p2`a1c;--,-3:any-jump-jack",29,"p1`6-p2`7c,p2`a1c;--,-3",any-jump-jack,368.6,,"((27.75, 29.125), 'any-jump-jackorfree')",30.26086957,29,`0000030000,`0000030000,57.5,,3,,3,,,5.01,0,0,0,0.01,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
149,"29.125:p1`a9c,p2`a1c;-1,--:any-jump-jack",29.125,"p1`a9c,p2`a1c;-1,--",any-jump-jack,374.11,alternate,"((27.75, 29.125), 'any-jump-jackorfree')",30.39130435,29.125,`0001000000,`0001000000,57.5,1,,1,,,,5.51,0,0,0,0.02,0,0,0.291446797,0,0,0,0,0,0,5.2,0,0,0,0
150,"29.25:p1`a9c,p2`a1c;-1,--:jack-any-any",29.25,"p1`a9c,p2`a1c;-1,--",jack-any-any,379.33,jackorfootswitch,"((29.25, 29.625), 'jackorfootswitch-any-any')",30.52173913,29.25,`0001000000,`0001000000,57.5,1,,1,,,,5.22,0,0,0,0.02,0,0,-0.2,0,0,0,0,0,0.2,5.2,0,0,0,0
151,"29.375:p1`a9c,p2`a7c;--,-1:jack-any-any",29.375,"p1`a9c,p2`a7c;--,-1",jack-any-any,379.63,alternate,"((29.25, 29.625), 'jackorfootswitch-any-any')",30.65217391,29.375,`0000001000,`0000001000,57.5,,1,,1,,,0.3,0,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
152,"29.5:p2`a1c,p2`a7c;-1,--:jack-any-any",29.5,"p2`a1c,p2`a7c;-1,--",jack-any-any,379.95,alternate,"((29.25, 29.625), 'jackorfootswitch-any-any')",30.7826087,29.5,`0000010000,`0000010000,57.5,1,,1,,,,0.32,0,0,0,0,0,0,0.122992105,0,0,0,0,0,0,0.2,0,0,0,0
153,"29.625:p2`a1c,p1`a9c;--,-1:jack-any-any",29.625,"p2`a1c,p1`a9c;--,-1",jack-any-any,380.49,alternate,"((29.25, 29.625), 'jackorfootswitch-any-any')",30.91304348,29.625,`0001000000,`0001000000,57.5,,1,,1,,,0.54,0.3,0,0,0,0,0,0.035986511,0,0,0,0,0,0,0.2,0,0,0,0
154,"29.75:p1`a3c,p1`a9c;-1,--:any-any-any",29.75,"p1`a3c,p1`a9c;-1,--",any-any-any,386,alternate,,31.04347826,29.75,`0000100000,`0000100000,57.5,1,,1,,,,5.51,0,0,0,0.02,0,0,0.287892091,0,0,0,0,0,0,5.2,0,0,0,0
155,"30.0:p1`a3c,p2`47c;-2,-1:any-jump-any",30,"p1`a3c,p2`47c;-2,-1",any-jump-any,392.3,jump,"((30.0, 30.375), 'any-jump-any')",31.30434783,30,`0000201000,`0000201000,57.5,2,1,2,1,,,6.3,0,0,0,0.01,0,0,0.337564163,0.75,0,0,0,0,0,5.2,0,0,0,0
156,"30.1875:p1`a3c,p2`47c;-3,--:any-jump-any",30.1875,"p1`a3c,p2`47c;-3,--",any-jump-any,397.31,,"((30.0, 30.375), 'any-jump-any')",31.5,30.1875,`0000300000,`0000300000,57.5,3,,3,,,,5.01,0,0,0,0.01,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
157,"30.375:p1`a3c,p2`a1c;-1,-2:any-jump-any",30.375,"p1`a3c,p2`a1c;-1,-2",any-jump-any,403.43,jumporbracket,"((30.0, 30.375), 'any-jump-any')",31.69565217,30.375,`0000120000,`0000120000,57.5,1,2,1,2,,,6.12,0,0,0,0.02,0,0,0.1451584,0.75,0,0,0,0,0,5.2,0,0,0,0
158,"30.5625:p1`a3c,p2`a1c;--,-3:any-any-any",30.5625,"p1`a3c,p2`a1c;--,-3",any-any-any,408.45,,,31.89130435,30.5625,`0000030000,`0000030000,57.5,,3,,3,,,5.02,0,0,0,0.02,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
159,"30.75:p1`a3c,p2`a1c;--,-1:any-any-any",30.75,"p1`a3c,p2`a1c;--,-1",any-any-any,413.47,,,32.08695652,30.75,`0000010000,`0000010000,57.5,,1,,1,,,5.02,0,0,0,0.02,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
160,"30.875:p1`a9c,p2`a1c;-1,--:any-any-any",30.875,"p1`a9c,p2`a1c;-1,--",any-any-any,413.77,alternate,,32.2173913,30.875,`0001000000,`0001000000,57.5,1,,1,,,,0.3,0,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
161,"31.0:p1`a9c,p2`a7c;--,-1:any-any-any",31,"p1`a9c,p2`a7c;--,-1",any-any-any,414.07,alternate,,32.34782609,31,`0000001000,`0000001000,57.5,,1,,1,,,0.3,0,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
162,"31.25:p2`a7c,p1`3-p2`4c;-1,1-:any-any-any",31.25,"p2`a7c,p1`3-p2`4c;-1,1-",any-any-any,424.87,jump,,32.60869565,31.25,`0000101000,`0000101000,57.5,1,1,1,1,,,10.8,1.5,0,0,0.01,0,0,0.844490305,0.75,0,0,0,0,2.5,5.2,0,0,0,0
163,"31.5:p2`a7c,p1`a9c;--,-1:any-any-jack",31.5,"p2`a7c,p1`a9c;--,-1",any-any-jack,434.44,,"((31.5, 34.25), 'any-any-jackorfree')",32.86956522,31.5,`0001000000,`0001000000,57.5,1,,,1,,,9.57,1.5,0,0,0.02,0,0,0.345445612,0,0,0,0,0,2.5,5.2,0,0,0,0
164,"31.625:p2`a1c,p1`a9c;-1,--:any-any-jack",31.625,"p2`a1c,p1`a9c;-1,--",any-any-jack,435.04,alternate,"((31.5, 34.25), 'any-any-jackorfree')",33,31.625,`0000010000,`0000010000,57.5,,1,1,,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
165,"31.75:p2`a1c,p1`a3c;--,-2:any-any-jack",31.75,"p2`a1c,p1`a3c;--,-2",any-any-jack,435.64,alternate,"((31.5, 34.25), 'any-any-jackorfree')",33.13043478,31.75,`0000200000,`0000200000,57.5,2,,,2,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
166,"31.875:p2`a1c,p1`a3c;--,-3:any-any-jack",31.875,"p2`a1c,p1`a3c;--,-3",any-any-jack,435.94,,"((31.5, 34.25), 'any-any-jackorfree')",33.26086957,31.875,`0000300000,`0000300000,57.5,3,,,3,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
167,"32.0:p2`a7c,p1`a3c;-1,--:any-any-jack",32,"p2`a7c,p1`a3c;-1,--",any-any-jack,443.5,alternate,"((31.5, 34.25), 'any-any-jackorfree')",33.39130435,32,`0000001000,`0000001000,57.5,,1,1,,,,7.56,1.5,0,0,0.02,0,0,0.836795717,0,0,0,0,0,0,5.2,0,0,0,0
168,"32.125:p2`a7c,p1`a9c;--,-1:any-any-jack",32.125,"p2`a7c,p1`a9c;--,-1",any-any-jack,444.1,alternate,"((31.5, 34.25), 'any-any-jackorfree')",33.52173913,32.125,`0001000000,`0001000000,57.5,1,,,1,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
169,"32.25:p2`a7c,p1`a9c;-1,--:any-any-jack",32.25,"p2`a7c,p1`a9c;-1,--",any-any-jack,444.4,alternate,"((31.5, 34.25), 'any-any-jackorfree')",33.65217391,32.25,`0000001000,`0000001000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
170,"32.375:p2`a7c,p1`a9c;--,-1:any-any-jack",32.375,"p2`a7c,p1`a9c;--,-1",any-any-jack,444.7,alternate,"((31.5, 34.25), 'any-any-jackorfree')",33.7826087,32.375,`0001000000,`0001000000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
171,"32.5:p2`a1c,p1`a9c;-1,--:any-any-jack",32.5,"p2`a1c,p1`a9c;-1,--",any-any-jack,445.3,alternate,"((31.5, 34.25), 'any-any-jackorfree')",33.91304348,32.5,`0000010000,`0000010000,57.5,,1,1,,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
172,"32.625:p2`a1c,p1`a3c;--,-1:any-any-jack",32.625,"p2`a1c,p1`a3c;--,-1",any-any-jack,445.9,alternate,"((31.5, 34.25), 'any-any-jackorfree')",34.04347826,32.625,`0000100000,`0000100000,57.5,1,,,1,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
173,"32.75:p2`a1c,p1`a3c;-1,--:any-any-jack",32.75,"p2`a1c,p1`a3c;-1,--",any-any-jack,446.2,alternate,"((31.5, 34.25), 'any-any-jackorfree')",34.17391304,32.75,`0000010000,`0000010000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
174,"32.875:p2`a1c,p1`a3c;--,-1:any-any-jack",32.875,"p2`a1c,p1`a3c;--,-1",any-any-jack,446.5,alternate,"((31.5, 34.25), 'any-any-jackorfree')",34.30434783,32.875,`0000100000,`0000100000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
175,"33.0:p2`a1c,p1`a3c;-1,--:any-any-jack",33,"p2`a1c,p1`a3c;-1,--",any-any-jack,446.8,alternate,"((31.5, 34.25), 'any-any-jackorfree')",34.43478261,33,`0000010000,`0000010000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
176,"33.125:p2`a1c,p2`a7c;--,-1:any-any-jack",33.125,"p2`a1c,p2`a7c;--,-1",any-any-jack,447.12,alternate,"((31.5, 34.25), 'any-any-jackorfree')",34.56521739,33.125,`0000001000,`0000001000,57.5,1,,,1,,,0.32,0,0,0,0,0,0,0.122992105,0,0,0,0,0,0,0.2,0,0,0,0
177,"33.25:p2`a1c,p2`a7c;-1,--:any-any-jack",33.25,"p2`a1c,p2`a7c;-1,--",any-any-jack,447.12,alternate,"((31.5, 34.25), 'any-any-jackorfree')",34.69565217,33.25,`0000010000,`0000010000,57.5,,1,1,,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
178,"33.375:p2`a1c,p2`a7c;--,-1:any-any-jack",33.375,"p2`a1c,p2`a7c;--,-1",any-any-jack,447.12,alternate,"((31.5, 34.25), 'any-any-jackorfree')",34.82608696,33.375,`0000001000,`0000001000,57.5,1,,,1,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
179,"33.5:p1`a3c,p2`a7c;-1,--:any-any-jack",33.5,"p1`a3c,p2`a7c;-1,--",any-any-jack,447.36,alternate,"((31.5, 34.25), 'any-any-jackorfree')",34.95652174,33.5,`0000100000,`0000100000,57.5,,1,1,,,,0.24,0,0,0,0,0,0,0.035986511,0,0,0,0,0,0,0.2,0,0,0,0
180,"33.625:p1`a3c,p1`a9c;--,-1:any-any-jack",33.625,"p1`a3c,p1`a9c;--,-1",any-any-jack,447.6,alternate,"((31.5, 34.25), 'any-any-jackorfree')",35.08695652,33.625,`0001000000,`0001000000,57.5,1,,,1,,,0.24,0,0,0,0,0,0,0.035986511,0,0,0,0,0,0,0.2,0,0,0,0
181,"33.75:p1`a3c,p1`a9c;-1,--:any-any-jack",33.75,"p1`a3c,p1`a9c;-1,--",any-any-jack,447.6,alternate,"((31.5, 34.25), 'any-any-jackorfree')",35.2173913,33.75,`0000100000,`0000100000,57.5,,1,1,,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
182,"33.875:p1`a3c,p1`a9c;--,-1:any-any-jack",33.875,"p1`a3c,p1`a9c;--,-1",any-any-jack,452.62,alternate,"((31.5, 34.25), 'any-any-jackorfree')",35.34782609,33.875,`0001000000,`0001000000,57.5,1,,,1,,,5.02,0,0,0,0.02,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
183,"34.0:p2`a7c,p1`a9c;-1,--:any-any-jack",34,"p2`a7c,p1`a9c;-1,--",any-any-jack,453.24,alternate,"((31.5, 34.25), 'any-any-jackorfree')",35.47826087,34,`0000001000,`0000001000,57.5,,1,1,,,,0.62,0.3,0,0,0,0,0,0.122992105,0,0,0,0,0,0,0.2,0,0,0,0
184,"34.125:p2`a7c,p1`a9c;--,-1:any-any-jack",34.125,"p2`a7c,p1`a9c;--,-1",any-any-jack,453.54,alternate,"((31.5, 34.25), 'any-any-jackorfree')",35.60869565,34.125,`0001000000,`0001000000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
185,"34.25:p2`a7c,p1`a9c;-1,--:any-any-jack",34.25,"p2`a7c,p1`a9c;-1,--",any-any-jack,453.84,alternate,"((31.5, 34.25), 'any-any-jackorfree')",35.73913043,34.25,`0000001000,`0000001000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
186,"34.375:p2`a7c,p1`a9c;--,-1:any-any-any",34.375,"p2`a7c,p1`a9c;--,-1",any-any-any,454.14,alternate,,35.86956522,34.375,`0001000000,`0001000000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
187,"34.5:p2`a1c,p1`a9c;-1,--:any-any-any",34.5,"p2`a1c,p1`a9c;-1,--",any-any-any,454.74,alternate,,36,34.5,`0000010000,`0000010000,57.5,,1,1,,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
188,"34.625:p2`a1c,p1`a3c;--,-1:any-any-any",34.625,"p2`a1c,p1`a3c;--,-1",any-any-any,455.34,alternate,,36.13043478,34.625,`0000100000,`0000100000,57.5,1,,,1,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
189,"34.75:p2`a1c,p1`a3c;-1,--:any-any-any",34.75,"p2`a1c,p1`a3c;-1,--",any-any-any,455.64,alternate,,36.26086957,34.75,`0000010000,`0000010000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
190,"34.875:p2`a1c,p1`a3c;--,-1:any-any-any",34.875,"p2`a1c,p1`a3c;--,-1",any-any-any,455.94,alternate,,36.39130435,34.875,`0000100000,`0000100000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
191,"35.0:p2`a1c,p1`a3c;-1,--:any-any-any",35,"p2`a1c,p1`a3c;-1,--",any-any-any,456.24,alternate,,36.52173913,35,`0000010000,`0000010000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
192,"35.125:p2`a1c,p2`a7c;--,-1:any-any-any",35.125,"p2`a1c,p2`a7c;--,-1",any-any-any,456.56,alternate,,36.65217391,35.125,`0000001000,`0000001000,57.5,1,,,1,,,0.32,0,0,0,0,0,0,0.122992105,0,0,0,0,0,0,0.2,0,0,0,0
193,"35.25:p2`a1c,p2`a7c;-1,--:any-any-any",35.25,"p2`a1c,p2`a7c;-1,--",any-any-any,456.56,alternate,,36.7826087,35.25,`0000010000,`0000010000,57.5,,1,1,,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
194,"35.375:p2`a1c,p2`a7c;--,-1:any-any-any",35.375,"p2`a1c,p2`a7c;--,-1",any-any-any,456.56,alternate,,36.91304348,35.375,`0000001000,`0000001000,57.5,1,,,1,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
195,"35.5:p1`a3c,p2`a7c;-1,--:any-any-any",35.5,"p1`a3c,p2`a7c;-1,--",any-any-any,456.8,alternate,,37.04347826,35.5,`0000100000,`0000100000,57.5,,1,1,,,,0.24,0,0,0,0,0,0,0.035986511,0,0,0,0,0,0,0.2,0,0,0,0
196,"35.625:p1`a3c,p1`a9c;--,-1:any-any-any",35.625,"p1`a3c,p1`a9c;--,-1",any-any-any,457.04,alternate,,37.17391304,35.625,`0001000000,`0001000000,57.5,1,,,1,,,0.24,0,0,0,0,0,0,0.035986511,0,0,0,0,0,0,0.2,0,0,0,0
197,"35.75:p1`a3c,p1`a9c;-1,--:any-any-any",35.75,"p1`a3c,p1`a9c;-1,--",any-any-any,457.04,alternate,,37.30434783,35.75,`0000100000,`0000100000,57.5,,1,1,,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
198,"35.875:p1`a3c,p1`a9c;--,-1:any-any-any",35.875,"p1`a3c,p1`a9c;--,-1",any-any-any,462.06,alternate,,37.43478261,35.875,`0001000000,`0001000000,57.5,1,,,1,,,5.02,0,0,0,0.02,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
199,"36.0:p2`a7c,p1`a9c;-1,--:any-any-any",36,"p2`a7c,p1`a9c;-1,--",any-any-any,462.68,alternate,,37.56521739,36,`0000001000,`0000001000,57.5,,1,1,,,,0.62,0.3,0,0,0,0,0,0.122992105,0,0,0,0,0,0,0.2,0,0,0,0
200,"36.125:p2`a7c,p1`a9c;--,-1:any-any-any",36.125,"p2`a7c,p1`a9c;--,-1",any-any-any,462.98,alternate,,37.69565217,36.125,`0001000000,`0001000000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
201,"36.25:p2`a7c,p1`a9c;-1,--:any-any-any",36.25,"p2`a7c,p1`a9c;-1,--",any-any-any,463.28,alternate,,37.82608696,36.25,`0000001000,`0000001000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
202,"36.375:p2`a7c,p1`a9c;--,-1:any-any-any",36.375,"p2`a7c,p1`a9c;--,-1",any-any-any,463.58,alternate,,37.95652174,36.375,`0001000000,`0001000000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
203,"36.5:p2`a1c,p1`a9c;-1,--:any-any-any",36.5,"p2`a1c,p1`a9c;-1,--",any-any-any,464.18,alternate,,38.08695652,36.5,`0000010000,`0000010000,57.5,,1,1,,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
204,"36.625:p2`a1c,p1`a3c;--,-1:any-any-any",36.625,"p2`a1c,p1`a3c;--,-1",any-any-any,464.78,alternate,,38.2173913,36.625,`0000100000,`0000100000,57.5,1,,,1,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
205,"36.75:p2`a1c,p1`a3c;-1,--:any-any-any",36.75,"p2`a1c,p1`a3c;-1,--",any-any-any,465.08,alternate,,38.34782609,36.75,`0000010000,`0000010000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
206,"36.875:p2`a1c,p1`a3c;--,-1:any-any-any",36.875,"p2`a1c,p1`a3c;--,-1",any-any-any,465.38,alternate,,38.47826087,36.875,`0000100000,`0000100000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
207,"37.0:p2`a1c,p1`a3c;-1,--:any-any-any",37,"p2`a1c,p1`a3c;-1,--",any-any-any,465.68,alternate,,38.60869565,37,`0000010000,`0000010000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
208,"37.125:p2`a1c,p2`a7c;--,-1:any-any-any",37.125,"p2`a1c,p2`a7c;--,-1",any-any-any,466,alternate,,38.73913043,37.125,`0000001000,`0000001000,57.5,1,,,1,,,0.32,0,0,0,0,0,0,0.122992105,0,0,0,0,0,0,0.2,0,0,0,0
209,"37.25:p2`a1c,p2`a7c;-1,--:any-any-any",37.25,"p2`a1c,p2`a7c;-1,--",any-any-any,466,alternate,,38.86956522,37.25,`0000010000,`0000010000,57.5,,1,1,,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
210,"37.375:p2`a1c,p2`a7c;--,-1:any-any-any",37.375,"p2`a1c,p2`a7c;--,-1",any-any-any,466,alternate,,39,37.375,`0000001000,`0000001000,57.5,1,,,1,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
211,"37.5:p1`a3c,p2`a7c;-1,--:any-any-any",37.5,"p1`a3c,p2`a7c;-1,--",any-any-any,466.24,alternate,,39.13043478,37.5,`0000100000,`0000100000,57.5,,1,1,,,,0.24,0,0,0,0,0,0,0.035986511,0,0,0,0,0,0,0.2,0,0,0,0
212,"37.625:p1`a3c,p1`a9c;--,-1:any-any-any",37.625,"p1`a3c,p1`a9c;--,-1",any-any-any,466.48,alternate,,39.26086957,37.625,`0001000000,`0001000000,57.5,1,,,1,,,0.24,0,0,0,0,0,0,0.035986511,0,0,0,0,0,0,0.2,0,0,0,0
213,"37.75:p1`a3c,p1`a9c;-1,--:any-any-any",37.75,"p1`a3c,p1`a9c;-1,--",any-any-any,466.48,alternate,,39.39130435,37.75,`0000100000,`0000100000,57.5,,1,1,,,,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
214,"37.875:p1`a3c,p1`a9c;--,-1:any-any-any",37.875,"p1`a3c,p1`a9c;--,-1",any-any-any,471.5,alternate,,39.52173913,37.875,`0001000000,`0001000000,57.5,1,,,1,,,5.02,0,0,0,0.02,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
215,"38.0:p2`a7c,p1`a9c;-1,--:any-any-any",38,"p2`a7c,p1`a9c;-1,--",any-any-any,472.12,alternate,,39.65217391,38,`0000001000,`0000001000,57.5,,1,1,,,,0.62,0.3,0,0,0,0,0,0.122992105,0,0,0,0,0,0,0.2,0,0,0,0
216,"38.125:p2`a7c,p1`a9c;--,-1:any-any-any",38.125,"p2`a7c,p1`a9c;--,-1",any-any-any,472.42,alternate,,39.7826087,38.125,`0001000000,`0001000000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
217,"38.25:p2`a7c,p1`a9c;-1,--:any-any-any",38.25,"p2`a7c,p1`a9c;-1,--",any-any-any,472.72,alternate,,39.91304348,38.25,`0000001000,`0000001000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
218,"38.375:p2`a7c,p1`a9c;--,-1:any-any-any",38.375,"p2`a7c,p1`a9c;--,-1",any-any-any,473.02,alternate,,40.04347826,38.375,`0001000000,`0001000000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
219,"38.5:p2`a1c,p1`a9c;-1,--:any-any-any",38.5,"p2`a1c,p1`a9c;-1,--",any-any-any,473.62,alternate,,40.17391304,38.5,`0000010000,`0000010000,57.5,,1,1,,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
220,"38.625:p2`a1c,p1`a3c;--,-1:any-any-any",38.625,"p2`a1c,p1`a3c;--,-1",any-any-any,474.22,alternate,,40.30434783,38.625,`0000100000,`0000100000,57.5,1,,,1,,,0.6,0.3,0,0,0,0,0,0.104599465,0,0,0,0,0,0,0.2,0,0,0,0
221,"38.75:p2`a1c,p1`a3c;-1,--:any-any-any",38.75,"p2`a1c,p1`a3c;-1,--",any-any-any,474.52,alternate,,40.43478261,38.75,`0000010000,`0000010000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
222,"38.875:p2`a1c,p1`a3c;--,-1:any-any-any",38.875,"p2`a1c,p1`a3c;--,-1",any-any-any,474.82,alternate,,40.56521739,38.875,`0000100000,`0000100000,57.5,1,,,1,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
223,"39.0:p2`a1c,p1`a3c;-1,--:any-any-any",39,"p2`a1c,p1`a3c;-1,--",any-any-any,475.12,alternate,,40.69565217,39,`0000010000,`0000010000,57.5,,1,1,,,,0.3,0.3,0,0,0,0,0,-0.2,0,0,0,0,0,0,0.2,0,0,0,0
